Herpesvirales,Herpesviridae,Gammaherpesvirinae,Macavirus,0,Suid herpesvirus 3
Herpesvirales,Herpesviridae,Gammaherpesvirinae,Macavirus,0,Suid herpesvirus 4
Herpesvirales,Herpesviridae,Gammaherpesvirinae,Macavirus,0,Suid herpesvirus 5
Herpesvirales,Herpesviridae,Gammaherpesvirinae,Percavirus,1,Equid herpesvirus 2
Herpesvirales,Herpesviridae,Gammaherpesvirinae,Percavirus,0,Equid herpesvirus 5
Herpesvirales,Herpesviridae,Gammaherpesvirinae,Percavirus,0,Mustelid herpesvirus 1
Herpesvirales,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,0,Ateline herpesvirus 2
Herpesvirales,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,0,Ateline herpesvirus 3
Herpesvirales,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,0,Bovine herpesvirus 4
Herpesvirales,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,0,Cricetid herpesvirus 2
Herpesvirales,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,0,Human herpesvirus 8
Herpesvirales,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,0,Macacine herpesvirus 5
Herpesvirales,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,0,Murid herpesvirus 4
Herpesvirales,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,0,Murid herpesvirus 7
Herpesvirales,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,1,Saimiriine herpesvirus 2
Herpesvirales,Herpesviridae,Gammaherpesvirinae,Unassigned,0,Equid herpesvirus 7
Herpesvirales,Herpesviridae,Gammaherpesvirinae,Unassigned,0,Phocid herpesvirus 2
Herpesvirales,Herpesviridae,Gammaherpesvirinae,Unassigned,0,Saguinine herpesvirus 1
Herpesvirales,Herpesviridae,Unassigned,Unassigned,0,Iguanid herpesvirus 2
Herpesvirales,Malacoherpesviridae,,Aurivirus,1,Haliotid herpesvirus 1
Herpesvirales,Malacoherpesviridae,,Ostreavirus,1,Ostreid herpesvirus 1
Ligamenvirales,Lipothrixviridae,,Alphalipothrixvirus,1,Thermoproteus tenax virus 1
Ligamenvirales,Lipothrixviridae,,Betalipothrixvirus,0,Acidianus filamentous virus 3
Ligamenvirales,Lipothrixviridae,,Betalipothrixvirus,0,Acidianus filamentous virus 6
Ligamenvirales,Lipothrixviridae,,Betalipothrixvirus,0,Acidianus filamentous virus 7
Ligamenvirales,Lipothrixviridae,,Betalipothrixvirus,0,Acidianus filamentous virus 8
Ligamenvirales,Lipothrixviridae,,Betalipothrixvirus,0,Acidianus filamentous virus 9
Ligamenvirales,Lipothrixviridae,,Betalipothrixvirus,1,Sulfolobus islandicus filamentous virus
Ligamenvirales,Lipothrixviridae,,Deltalipothrixvirus,1,Acidianus filamentous virus 2
Ligamenvirales,Lipothrixviridae,,Gammalipothrixvirus,1,Acidianus filamentous virus 1
Ligamenvirales,Rudiviridae,,Rudivirus,0,Acidianus rod-shaped virus 1
Ligamenvirales,Rudiviridae,,Rudivirus,0,Sulfolobus islandicus rod-shaped virus 1
Ligamenvirales,Rudiviridae,,Rudivirus,1,Sulfolobus islandicus rod-shaped virus 2
Mononegavirales,Bornaviridae,,Bornavirus,1,Borna disease virus
Mononegavirales,Filoviridae,,Ebolavirus,0,Bundibugyo ebolavirus
Mononegavirales,Filoviridae,,Ebolavirus,0,Reston ebolavirus
Mononegavirales,Filoviridae,,Ebolavirus,0,Sudan ebolavirus
Mononegavirales,Filoviridae,,Ebolavirus,0,Tai Forest ebolavirus
Mononegavirales,Filoviridae,,Ebolavirus,1,Zaire ebolavirus
Mononegavirales,Filoviridae,,Marburgvirus,1,Marburg marburgvirus
Mononegavirales,Paramyxoviridae,Paramyxovirinae,Aquaparamyxovirus,1,Atlantic salmon paramyxovirus
Mononegavirales,Paramyxoviridae,Paramyxovirinae,Avulavirus,0,Avian paramyxovirus 2
Mononegavirales,Paramyxoviridae,Paramyxovirinae,Avulavirus,0,Avian paramyxovirus 3
Mononegavirales,Paramyxoviridae,Paramyxovirinae,Avulavirus,0,Avian paramyxovirus 4
Mononegavirales,Paramyxoviridae,Paramyxovirinae,Avulavirus,0,Avian paramyxovirus 5
Mononegavirales,Paramyxoviridae,Paramyxovirinae,Avulavirus,0,Avian paramyxovirus 6
Mononegavirales,Paramyxoviridae,Paramyxovirinae,Avulavirus,0,Avian paramyxovirus 7
Mononegavirales,Paramyxoviridae,Paramyxovirinae,Avulavirus,0,Avian paramyxovirus 8
Mononegavirales,Paramyxoviridae,Paramyxovirinae,Avulavirus,0,Avian paramyxovirus 9
Mononegavirales,Paramyxoviridae,Paramyxovirinae,Avulavirus,1,Newcastle disease virus
Mononegavirales,Paramyxoviridae,Paramyxovirinae,Ferlavirus,1,Fer-de-Lance paramyxovirus
Mononegavirales,Paramyxoviridae,Paramyxovirinae,Henipavirus,1,Hendra virus
Mononegavirales,Paramyxoviridae,Paramyxovirinae,Henipavirus,0,Nipah virus
Mononegavirales,Paramyxoviridae,Paramyxovirinae,Morbillivirus,0,Canine distemper virus
Mononegavirales,Paramyxoviridae,Paramyxovirinae,Morbillivirus,0,Cetacean morbillivirus
Mononegavirales,Paramyxoviridae,Paramyxovirinae,Morbillivirus,1,Measles virus
Mononegavirales,Paramyxoviridae,Paramyxovirinae,Morbillivirus,0,Peste-des-petits-ruminants virus
Mononegavirales,Paramyxoviridae,Paramyxovirinae,Morbillivirus,0,Phocine distemper virus
Mononegavirales,Paramyxoviridae,Paramyxovirinae,Morbillivirus,0,Rinderpest virus
Mononegavirales,Paramyxoviridae,Paramyxovirinae,Respirovirus,0,Bovine parainfluenza virus 3
Mononegavirales,Paramyxoviridae,Paramyxovirinae,Respirovirus,0,Human parainfluenza virus 1
Mononegavirales,Paramyxoviridae,Paramyxovirinae,Respirovirus,0,Human parainfluenza virus 3
Mononegavirales,Paramyxoviridae,Paramyxovirinae,Respirovirus,1,Sendai virus
Mononegavirales,Paramyxoviridae,Paramyxovirinae,Respirovirus,0,Simian virus 10
Mononegavirales,Paramyxoviridae,Paramyxovirinae,Rubulavirus,0,Human parainfluenza virus 2
Mononegavirales,Paramyxoviridae,Paramyxovirinae,Rubulavirus,0,Human parainfluenza virus 4
Mononegavirales,Paramyxoviridae,Paramyxovirinae,Rubulavirus,0,Mapuera virus
Mononegavirales,Paramyxoviridae,Paramyxovirinae,Rubulavirus,1,Mumps virus
Mononegavirales,Paramyxoviridae,Paramyxovirinae,Rubulavirus,0,Parainfluenza virus 5
